HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:8343	OR5F1	OR11-10	O95221	protein-coding gene
HGNC:15287	OR5G3	not-available	P0C626	protein-coding gene
HGNC:8346	OR5H1	HSHTPCRX14;HTPCRX14	A6NKK0	protein-coding gene
HGNC:31286	OR5H14	not-available	A6NHG9	protein-coding gene
HGNC:31287	OR5H15	not-available	A6NDH6	protein-coding gene
HGNC:14752	OR5H2	not-available	Q8NGV7	protein-coding gene
HGNC:14767	OR5H6	not-available	Q8NGV6	protein-coding gene
HGNC:14773	OR5H8	not-available	P0DN80	protein-coding gene
HGNC:8347	OR5I1	OLF1;HSOlf1	Q13606	protein-coding gene
HGNC:19612	OR5J2	not-available	Q8NH18	protein-coding gene
HGNC:8349	OR5K1	HTPCRX10;HSHTPCRX10	Q8NHB7	protein-coding gene
HGNC:14774	OR5K2	not-available	Q8NHB8	protein-coding gene
HGNC:31290	OR5K3	not-available	A6NET4	protein-coding gene
HGNC:31291	OR5K4	not-available	A6NMS3	protein-coding gene
HGNC:8350	OR5L1	OST262	Q8NGL2	protein-coding gene
HGNC:8351	OR5L2	HSHTPCRX16;HTPCRX16	Q8NGL0	protein-coding gene
HGNC:8352	OR5M1	OST050	Q8NGP8	protein-coding gene
HGNC:15290	OR5M10	not-available	Q6IEU7	protein-coding gene
HGNC:15291	OR5M11	OR11-199	Q96RB7	protein-coding gene
HGNC:14806	OR5M3	not-available	Q8NGP4	protein-coding gene
HGNC:14846	OR5M8	not-available	Q8NGP6	protein-coding gene
HGNC:15294	OR5M9	not-available	Q8NGP3	protein-coding gene
HGNC:14783	OR5P2	JCG3	Q8WZ92	protein-coding gene
HGNC:14784	OR5P3	JCG1	Q8WZ94	protein-coding gene
HGNC:14821	OR5T1	not-available	Q8NG75	protein-coding gene
HGNC:15296	OR5T2	not-available	Q8NGG2	protein-coding gene
HGNC:15297	OR5T3	OR5T3Q	Q8NGG3	protein-coding gene
HGNC:13972	OR5V1	hs6M1-21	Q9UGF6	protein-coding gene
HGNC:15299	OR5W2	not-available	Q8NH69	protein-coding gene
HGNC:15301	OR6A2	OR11-55	O95222	protein-coding gene
HGNC:8354	OR6B1	OR7-3	O95007	protein-coding gene
HGNC:15041	OR6B2	not-available	Q6IFH4	protein-coding gene
HGNC:15042	OR6B3	OR6B3Q	Q8NGW1	protein-coding gene
HGNC:8355	OR6C1	OST267	Q96RD1	protein-coding gene
HGNC:15436	OR6C2	OR6C67	Q9NZP2	protein-coding gene
HGNC:15437	OR6C3	OST709	Q9NZP0	protein-coding gene
HGNC:19632	OR6C4	not-available	Q8NGE1	protein-coding gene
HGNC:31293	OR6C6	not-available	A6NF89	protein-coding gene
HGNC:31295	OR6C65	not-available	A6NJZ3	protein-coding gene
HGNC:31297	OR6C68	not-available	A6NDL8	protein-coding gene
HGNC:31299	OR6C70	not-available	A6NIJ9	protein-coding gene
HGNC:31303	OR6C74	not-available	A6NCV1	protein-coding gene
HGNC:31304	OR6C75	not-available	A6NL08	protein-coding gene
HGNC:31305	OR6C76	not-available	A6NM76	protein-coding gene
HGNC:15027	OR6F1	OST731	Q8NGZ6	protein-coding gene
HGNC:14707	OR6J1	not-available	Q8NGC5	protein-coding gene
HGNC:15029	OR6K2	not-available	Q8NGY2	protein-coding gene
HGNC:15030	OR6K3	not-available	Q8NGY3	protein-coding gene
HGNC:15033	OR6K6	not-available	Q8NGW6	protein-coding gene
HGNC:14711	OR6M1	not-available	Q8NGM8	protein-coding gene
HGNC:15034	OR6N1	not-available	Q8NGY5	protein-coding gene
HGNC:15035	OR6N2	not-available	Q8NGY6	protein-coding gene
HGNC:15036	OR6P1	not-available	Q8NGX9	protein-coding gene
HGNC:15302	OR6Q1	not-available	Q8NGQ2	protein-coding gene
HGNC:15363	OR6S1	OR6S1Q	Q8NH40	protein-coding gene
HGNC:14848	OR6T1	not-available	Q8NGN1	protein-coding gene
HGNC:15090	OR6V1	GPR138	Q8N148	protein-coding gene
HGNC:14737	OR6X1	not-available	Q8NH79	protein-coding gene
HGNC:14823	OR6Y1	not-available	Q8NGX8	protein-coding gene
HGNC:8356	OR7A10	not-available	O76100	protein-coding gene
HGNC:8363	OR7A17	HTPCRX19	O14581	protein-coding gene
HGNC:8370	OR7A2P	OLF4p;hg1003;OR19-18	Q8NGA2	pseudogene
HGNC:8368	OR7A5	HTPCR2	Q15622	protein-coding gene
HGNC:8373	OR7C1	OR19-5	O76099	protein-coding gene
HGNC:8374	OR7C2	OR19-18	O60412	protein-coding gene
HGNC:8378	OR7D2	HTPCRH03;OR19-4;FLJ38149	Q96RA2	protein-coding gene
HGNC:8380	OR7D4	hg105;OR19-B	Q8NG98	protein-coding gene
HGNC:8396	OR7E24	OR19-8;HSHT2;OR7E24Q	Q6IFN5	protein-coding gene
HGNC:8465	OR7G1	OR19-15	Q8NGA0	protein-coding gene
HGNC:8466	OR7G2	OST260	Q8NG99	protein-coding gene
HGNC:8467	OR7G3	OST085	Q8NG95	protein-coding gene
HGNC:8469	OR8A1	OST025	Q8NGG7	protein-coding gene
HGNC:15307	OR8B12	not-available	Q8NGG6	protein-coding gene
HGNC:8471	OR8B2	not-available	Q96RD0	protein-coding gene
HGNC:8472	OR8B3	not-available	Q8NGG8	protein-coding gene
HGNC:8473	OR8B4	not-available	Q96RC9	protein-coding gene
HGNC:8477	OR8B8	TPCR85	Q15620	protein-coding gene
HGNC:8481	OR8D1	OST004	Q8WZ84	protein-coding gene
HGNC:8482	OR8D2	not-available	Q9GZM6	protein-coding gene
HGNC:14840	OR8D4	not-available	Q8NGM9	protein-coding gene
HGNC:8484	OR8G1	TPCR25;HSTPCR25	Q15617	protein-coding gene
HGNC:8485	OR8G2P	ORL206;TPCR120;ORL486;HSTPCR120	Q6IF36	pseudogene
HGNC:14698	OR8G3P	not-available	P0DMU2	pseudogene
HGNC:19622	OR8G5	not-available	Q8NG78	protein-coding gene
HGNC:14824	OR8H1	not-available	Q8NGG4	protein-coding gene
HGNC:15308	OR8H2	not-available	Q8N162	protein-coding gene
HGNC:15309	OR8H3	not-available	Q8N146	protein-coding gene
HGNC:15310	OR8I2	not-available	Q8N0Y5	protein-coding gene
HGNC:14855	OR8J1	not-available	Q8NGP2	protein-coding gene
HGNC:15311	OR8J2	not-available	Q8NGG1	protein-coding gene
HGNC:15312	OR8J3	not-available	Q8NGG0	protein-coding gene
HGNC:14831	OR8K1	not-available	Q8NGG5	protein-coding gene
HGNC:15313	OR8K3	not-available	Q8NH51	protein-coding gene
HGNC:15315	OR8K5	not-available	Q8NH50	protein-coding gene
HGNC:19628	OR8S1	not-available	Q8NH09	protein-coding gene
HGNC:19611	OR8U1	not-available	Q8NH10	protein-coding gene
HGNC:14841	OR8U3	not-available	Q8NH85	protein-coding gene
HGNC:27538	OR8U8	not-available	P0C7N1	protein-coding gene
HGNC:29166	OR8U9	not-available	P0C7N5	protein-coding gene
HGNC:8486	OR9A1P	HTPCRX06;HSHTPCRX06	Q8NGU1	pseudogene
HGNC:15093	OR9A2	not-available	Q8NGT5	protein-coding gene
HGNC:15095	OR9A4	not-available	Q8NGU2	protein-coding gene
HGNC:15319	OR9G1	not-available	Q8NH87	protein-coding gene
HGNC:15322	OR9G4	not-available	Q8NGQ1	protein-coding gene
HGNC:31940	OR9G9	not-available	P0C7N8	protein-coding gene
HGNC:14718	OR9I1	not-available	Q8NGQ6	protein-coding gene
HGNC:15339	OR9K2	not-available	Q8NGE7	protein-coding gene
HGNC:14724	OR9Q1	not-available	Q8NGQ5	protein-coding gene
HGNC:15328	OR9Q2	not-available	Q8NGE9	protein-coding gene
HGNC:25896	ORAI1	FLJ14466;CRACM1	Q96D31	protein-coding gene
HGNC:21667	ORAI2	FLJ12474;FLJ14733;CBCIP2;H_NH0514P08.8	Q96SN7	protein-coding gene
HGNC:28185	ORAI3	MGC13024	Q9BRQ5	protein-coding gene
HGNC:8487	ORC1	HSORC1;PARC1	Q13415	protein-coding gene
HGNC:8488	ORC2	not-available	Q13416	protein-coding gene
HGNC:8489	ORC3	IMAGE50150;LATHEO	Q9UBD5	protein-coding gene
HGNC:8490	ORC4	Orc4p;HsORC4	O43929	protein-coding gene
HGNC:8491	ORC5	PPP1R117;ORC5T;Orc5p	O43913	protein-coding gene
HGNC:17151	ORC6	not-available	Q9Y5N6	protein-coding gene
HGNC:8498	ORM1	A1AG1	P02763	protein-coding gene
HGNC:8499	ORM2	AGP2;AGP-B;AGP-B'	P19652	protein-coding gene
HGNC:16036	ORMDL1	not-available	Q9P0S3	protein-coding gene
HGNC:16037	ORMDL2	HSPC160;MST095;adoplin-2;MSTP095	Q53FV1	protein-coding gene
HGNC:16038	ORMDL3	not-available	Q8N138	protein-coding gene
HGNC:16994	OS9	ERLEC2;OS-9	Q13438	protein-coding gene
HGNC:8503	OSBP	OSBP1	P22059	protein-coding gene
HGNC:8504	OSBP2	ORP4;KIAA1664;ORP-4	Q969R2	protein-coding gene
HGNC:16395	OSBPL10	not-available	Q9BXB5	protein-coding gene
HGNC:16397	OSBPL11	FLJ13012;ORP-11;FLJ13164;ORP11	Q9BXB4	protein-coding gene
HGNC:16398	OSBPL1A	ORP1;ORP-1	Q9BXW6	protein-coding gene
HGNC:15761	OSBPL2	ORP-2;DFNA67;KIAA0772	Q9H1P3	protein-coding gene
HGNC:16370	OSBPL3	ORP-3;ORP3;KIAA0704	Q9H4L5	protein-coding gene
HGNC:16392	OSBPL5	KIAA1534;ORP5;OBPH1	Q9H0X9	protein-coding gene
HGNC:16388	OSBPL6	ORP6	Q9BZF3	protein-coding gene
HGNC:16387	OSBPL7	MGC71150;ORP7	Q9BZF2	protein-coding gene
HGNC:16396	OSBPL8	MSTP120;OSBP10;MST120;ORP8	Q9BZF1	protein-coding gene
HGNC:16386	OSBPL9	not-available	Q96SU4	protein-coding gene
HGNC:29960	OSCAR	not-available	Q8IYS5	protein-coding gene
HGNC:29971	OSCP1	NOR1	Q8WVF1	protein-coding gene
HGNC:16105	OSER1	dJ1183I21.1;HSPC207;Osr1;Perit1	Q9NX31	protein-coding gene
HGNC:18028	OSGEP	OSGEP1;TCS3;GCPL1;KAE1;PRSMG1	Q9NPF4	protein-coding gene
HGNC:23075	OSGEPL1	OSGEPL;Qri7	Q9H4B0	protein-coding gene
HGNC:30093	OSGIN1	BDGI;OKL38	Q9UJX0	protein-coding gene
HGNC:1355	OSGIN2	hT41	Q9Y236	protein-coding gene
HGNC:8506	OSM	MGC20461	P13725	protein-coding gene
HGNC:8507	OSMR	OSMRbeta;OSMRB	Q99650	protein-coding gene
HGNC:8111	OSR1	not-available	Q8TAX0	protein-coding gene
HGNC:15830	OSR2	FLJ90037	Q8N2R0	protein-coding gene
HGNC:32483	OST4	not-available	P0C6T2	protein-coding gene
HGNC:24448	OSTC	DC2	Q9NRP0	protein-coding gene
HGNC:8510	OSTF1	SH3P2;OSF;bA235O14.1	Q92882	protein-coding gene
HGNC:21652	OSTM1	HSPC019;GL	Q86WC4	protein-coding gene
HGNC:29961	OSTN	not-available	P61366	protein-coding gene
HGNC:8512	OTC	OTCase;OTCD;OTC1	P00480	protein-coding gene
HGNC:16378	OTOA	CT108	Q7RTW8	protein-coding gene
HGNC:8515	OTOF	FER1L2;DFNB6	Q9HC10	protein-coding gene
HGNC:8516	OTOG	FLJ46346;OTGN;mlemp	Q6ZRI0	protein-coding gene
HGNC:26901	OTOGL	FLJ90579	Q3ZCN5	protein-coding gene
HGNC:34071	OTOL1	C1QTNF16;C1QTNF15	A6NHN0	protein-coding gene
HGNC:19656	OTOP1	not-available	Q7RTM1	protein-coding gene
HGNC:19657	OTOP2	not-available	Q7RTS6	protein-coding gene
HGNC:19658	OTOP3	not-available	Q7RTS5	protein-coding gene
HGNC:8517	OTOR	FDP;MIAL1;MIAL	Q9NRC9	protein-coding gene
HGNC:22644	OTOS	OTOSP	Q8NHW6	protein-coding gene
HGNC:8518	OTP	not-available	Q5XKR4	protein-coding gene
HGNC:23077	OTUB1	FLJ20113;FLJ40710	Q96FW1	protein-coding gene
HGNC:20351	OTUB2	MGC3102;FLJ21916	Q96DC9	protein-coding gene
HGNC:27346	OTUD1	DUBA7	Q5VV17	protein-coding gene
HGNC:29038	OTUD3	DUBA4;KIAA0459	Q5T2D3	protein-coding gene
HGNC:24949	OTUD4	DUBA6;HSHIN1;KIAA1046	Q01804	protein-coding gene
HGNC:25402	OTUD5	DKFZp761A052;DUBA	Q96G74	protein-coding gene
HGNC:32312	OTUD6A	FLJ25831;HSHIN6;DUBA2	Q7L8S5	protein-coding gene
HGNC:24281	OTUD6B	CGI-77;DUBA5	Q8N6M0	protein-coding gene
HGNC:20718	OTUD7A	CEZANNE2	Q8TE49	protein-coding gene
HGNC:16683	OTUD7B	CEZANNE	Q6GQQ9	protein-coding gene
HGNC:25118	OTULIN	FLJ34884	Q96BN8	protein-coding gene
HGNC:25629	OTULINL	NET20;FLJ11127	Q9NUU6	protein-coding gene
HGNC:8521	OTX1	not-available	P32242	protein-coding gene
HGNC:8522	OTX2	not-available	P32243	protein-coding gene
HGNC:24203	OVCA2	not-available	Q8WZ82	protein-coding gene
HGNC:23080	OVCH1	OVCH	Q7RTY7	protein-coding gene
HGNC:29970	OVCH2	OVTN	Q7RTZ1	protein-coding gene
HGNC:8524	OVGP1	CHIT5;OGP	Q12889	protein-coding gene
HGNC:8525	OVOL1	HOVO1	O14753	protein-coding gene
HGNC:15804	OVOL2	CHED;bA504H3.3;HOVO2	Q9BRP0	protein-coding gene
HGNC:14186	OVOL3	HOVO3	O00110	protein-coding gene
HGNC:8526	OXA1L	OXA1;OXA1L1;MGC133129	Q15070	protein-coding gene
HGNC:8527	OXCT1	SCOT	P55809	protein-coding gene
HGNC:18606	OXCT2	FKSG25;FLJ00030;SCOT-T	Q9BYC2	protein-coding gene
HGNC:24884	OXER1	GPCR;TG1019;GPR170	Q8TDS5	protein-coding gene
HGNC:4531	OXGR1	P2RY15;P2Y15;aKGR	Q96P68	protein-coding gene
HGNC:27901	OXLD1	MGC104712	Q5BKU9	protein-coding gene
HGNC:25128	OXNAD1	MGC15763	Q96HP4	protein-coding gene
HGNC:15822	OXR1	TLDC3	Q8N573	protein-coding gene
HGNC:26063	OXSM	FASN2D;CEM1;KS;FLJ20604	Q9NWU1	protein-coding gene
HGNC:8508	OXSR1	KIAA1101	O95747	protein-coding gene
HGNC:8528	OXT	OT-NPI;OXT-NPI	P01178	protein-coding gene
HGNC:8529	OXTR	OTR	P30559	protein-coding gene
HGNC:8533	P2RX1	P2X1	P51575	protein-coding gene
HGNC:15459	P2RX2	P2X2	Q9UBL9	protein-coding gene
HGNC:8534	P2RX3	P2X3	P56373	protein-coding gene
HGNC:8535	P2RX4	P2X4	Q99571	protein-coding gene
HGNC:8536	P2RX5	LRH-1;P2X5	Q93086	protein-coding gene
HGNC:8538	P2RX6	P2X6;P2XM;MGC129625	O15547	protein-coding gene
HGNC:8537	P2RX7	MGC20089;P2X7	Q99572	protein-coding gene
HGNC:8539	P2RY1	SARCC;P2Y1	P47900	protein-coding gene
HGNC:19906	P2RY10	P2Y10;LPS2	O00398	protein-coding gene
HGNC:8540	P2RY11	P2Y11	Q96G91	protein-coding gene
HGNC:18124	P2RY12	P2Y12;SP1999;HORK3	Q9H244	protein-coding gene
HGNC:4537	P2RY13	P2Y13;FKSG77	Q9BPV8	protein-coding gene
HGNC:16442	P2RY14	KIAA0001	Q15391	protein-coding gene
HGNC:8541	P2RY2	P2U	P41231	protein-coding gene
HGNC:8542	P2RY4	NRU;P2P;UNR;P2Y4	P51582	protein-coding gene
HGNC:8543	P2RY6	P2Y6	Q15077	protein-coding gene
HGNC:15524	P2RY8	P2Y8	Q86VZ1	protein-coding gene
HGNC:19316	P3H1	GROS1;MGC117314;LEPRECAN	Q32P28	protein-coding gene
HGNC:19317	P3H2	MLAT4;FLJ10718	Q8IVL5	protein-coding gene
HGNC:19318	P3H3	HSU47926;GRCB	Q8IVL6	protein-coding gene
HGNC:16946	P3H4	SC65;NO55	Q92791	protein-coding gene
HGNC:53451	P3R3URF	not-available	A0A087WWA1	protein-coding gene
HGNC:8546	P4HA1	C-P4Halpha(I)	P13674	protein-coding gene
HGNC:8547	P4HA2	lncRNA-PE;C-P4Halpha(II)	O15460	protein-coding gene
HGNC:30135	P4HA3	C-P4Halpha(III)	Q7Z4N8	protein-coding gene
HGNC:8548	P4HB	GIT;PDI;PDIA1;P4Hbeta;PO4HB;PROHB;DSI	P07237	protein-coding gene
HGNC:28858	P4HTM	PHD4;PH4;FLJ20262;P4H-TM;HIFPH4;PH-4;EGLN4	Q9NXG6	protein-coding gene
HGNC:8550	PA2G4	EBP1;ITAF45	Q9UQ80	protein-coding gene
HGNC:25687	PAAF1	Rpn14;FLJ11848	Q9BRP4	protein-coding gene
HGNC:23490	PABIR1	MGC17347	Q96E09	protein-coding gene
HGNC:30490	PABIR2	RP11-308B5.5;SPACIA2;DKFZp686L20116	Q7Z309	protein-coding gene
HGNC:25202	PABIR3	RP3-473B4.1	Q6P4D5	protein-coding gene
HGNC:8554	PABPC1	PABP1;PABPL1	P11940	protein-coding gene
HGNC:15797	PABPC1L	PABPC1L1;ePAB;dJ1069P2.3	Q4VXU2	protein-coding gene
HGNC:27989	PABPC1L2A	not-available	Q5JQF8	protein-coding gene
HGNC:31852	PABPC1L2B	not-available	Q5JQF8	protein-coding gene
HGNC:8556	PABPC3	PABP3;tPABP	Q9H361	protein-coding gene
HGNC:8557	PABPC4	APP-1;iPABP	Q13310	protein-coding gene
HGNC:31955	PABPC4L	not-available	P0CB38	protein-coding gene
HGNC:13629	PABPC5	PABP5	Q96DU9	protein-coding gene
HGNC:8565	PABPN1	PAB2	Q86U42	protein-coding gene
HGNC:37237	PABPN1L	ePABP2	A6NDY0	protein-coding gene
HGNC:25593	PACC1	ASOR;FLJ10874;PAORAC;PAC	Q9H813	protein-coding gene
HGNC:19152	PACRG	FLJ32724;HAK005771;PARK2CRG;Glup;pf12;BUG21	Q96M98	protein-coding gene
HGNC:28442	PACRGL	MGC29898	Q8N7B6	protein-coding gene
HGNC:30032	PACS1	FLJ10209;KIAA1175	Q6VY07	protein-coding gene
HGNC:23794	PACS2	KIAA0602	Q86VP3	protein-coding gene
HGNC:8570	PACSIN1	SDPI	Q9BY11	protein-coding gene
HGNC:8571	PACSIN2	SDPII	Q9UNF0	protein-coding gene
HGNC:8572	PACSIN3	SDPIII	Q9UKS6	protein-coding gene
HGNC:18367	PADI1	PDI1;PDI;HPAD10;PAD1	Q9ULC6	protein-coding gene
HGNC:18341	PADI2	KIAA0994;PDI2	Q9Y2J8	protein-coding gene
HGNC:18337	PADI3	PDI3	Q9ULW8	protein-coding gene
HGNC:18368	PADI4	PDI5;PDI4;PAD	Q9UM07	protein-coding gene
HGNC:20449	PADI6	not-available	Q6TGC4	protein-coding gene
HGNC:8573	PAEP	MGC142288;GdS;PEP;MGC138509;GdF;GdA;PAEG;PP14;GD	P09466	protein-coding gene
HGNC:25459	PAF1	FLJ11123;F23149_1;PD2	Q8N7H5	protein-coding gene
HGNC:8574	PAFAH1B1	PAFAH;LIS1;NudF	P43034	protein-coding gene
HGNC:8575	PAFAH1B2	not-available	P68402	protein-coding gene
HGNC:8576	PAFAH1B3	not-available	Q15102	protein-coding gene
HGNC:8579	PAFAH2	HSD-PLA2	Q99487	protein-coding gene
HGNC:30043	PAG1	CBP;PAG	Q9NWQ8	protein-coding gene
HGNC:4107	PAGE1	GAGE-9;PAGE-1;CT16.3	O75459	protein-coding gene
HGNC:31804	PAGE2	CT16.4;MGC62094;PAGE-2	Q7Z2X7	protein-coding gene
HGNC:31805	PAGE2B	CT16.5	Q5JRK9	protein-coding gene
HGNC:4110	PAGE3	PAGE-3;CT16.6	Q5JUK9	protein-coding gene
HGNC:4108	PAGE4	PAGE-4;CT16.7	O60829	protein-coding gene
HGNC:29992	PAGE5	PAGE-5;CT16.1;CT16.2	Q96GU1	protein-coding gene
HGNC:28707	PAGR1	PA1;GAS;MGC4606	Q9BTK6	protein-coding gene
HGNC:8582	PAH	PH	P00439	protein-coding gene
HGNC:8587	PAICS	ADE2H1;AIRC	P22234	protein-coding gene
HGNC:16945	PAIP1	not-available	Q9H074	protein-coding gene
HGNC:17970	PAIP2	PAIP2A	Q9BPZ3	protein-coding gene
HGNC:29200	PAIP2B	KIAA1155	Q9ULR5	protein-coding gene
HGNC:8590	PAK1	not-available	Q13153	protein-coding gene
HGNC:20882	PAK1IP1	MAK11;FLJ20624;hPIP1;PIP1;bA421M1.5;WDR84	Q9NWT1	protein-coding gene
HGNC:8591	PAK2	PAKgamma;PAK65	Q13177	protein-coding gene
HGNC:8592	PAK3	hPAK3;bPAK	O75914	protein-coding gene
HGNC:16059	PAK4	not-available	O96013	protein-coding gene
HGNC:15916	PAK5	KIAA1264	Q9P286	protein-coding gene
HGNC:16061	PAK6	PAK5	Q9NQU5	protein-coding gene
HGNC:33868	PAK6-AS1	FLJ38596	Q8N910	non-coding RNA
HGNC:26144	PALB2	FANCN;FLJ21816	Q86YC2	protein-coding gene
HGNC:23530	PALD1	not-available	Q9ULE6	protein-coding gene
HGNC:17068	PALLD	KIAA0992;SIH002;CGI-151	Q8WX93	protein-coding gene
HGNC:8594	PALM	KIAA0270;PALM1	O75781	protein-coding gene
HGNC:33529	PALM2AKAP2	not-available	Q9Y2D5	protein-coding gene
HGNC:33274	PALM3	not-available	A6NDB9	protein-coding gene
HGNC:15846	PALMD	PALML;FLJ20271	Q9NP74	protein-coding gene
HGNC:18669	PALS1	FLJ12615	Q8N3R9	protein-coding gene
HGNC:18167	PALS2	p55T;VAM-1	Q9NZW5	protein-coding gene
HGNC:8596	PAM	PAL;PHM;PAM-1	P19021	protein-coding gene
HGNC:29679	PAM16	Tim16;Magmas;TIMM16	Q9Y3D7	protein-coding gene
HGNC:24554	PAMR1	DKFZP586H2123;RAMP	Q6UXH9	protein-coding gene
HGNC:20074	PAN2	KIAA0710;hPAN2	Q504Q3	protein-coding gene
HGNC:29991	PAN3	not-available	Q58A45	protein-coding gene
HGNC:8598	PANK1	PANK1b;MGC24596;PANK1a	Q8TE04	protein-coding gene
HGNC:15894	PANK2	PKAN;HSS;FLJ11729;HARP	Q9BZ23	protein-coding gene
HGNC:19365	PANK3	FLJ12899	Q9H999	protein-coding gene
HGNC:19366	PANK4	FLJ10782	Q9NVE7	protein-coding gene
HGNC:51237	PANO1	PANO	I0J062	protein-coding gene
HGNC:8599	PANX1	MRS1;UNQ2529;PX1	Q96RD7	protein-coding gene
HGNC:8600	PANX2	PX2;hPANX2	Q96RD6	protein-coding gene
HGNC:20573	PANX3	Px3	Q96QZ0	protein-coding gene
HGNC:20837	PAOX	PAO	Q6QHF9	protein-coding gene
HGNC:19262	PAPLN	MGC50452	O95428	protein-coding gene
HGNC:14981	PAPOLA	PAP	P51003	protein-coding gene
HGNC:15970	PAPOLB	PAPT	Q9NRJ5	protein-coding gene
HGNC:14982	PAPOLG	FLJ12972	Q9BWT3	protein-coding gene
HGNC:8602	PAPPA	ASBABP2;IGFBP-4ase;DIPLA1;PAPP-A;PAPPA1;PAPA	Q13219	protein-coding gene
HGNC:35152	PAPPA-AS1	TAF4B;TAF2C2;TAFII105;PAPPA-AS;NCRNA00156;DIPAS	Q5QFB9	non-coding RNA
HGNC:14615	PAPPA2	PAPPE;PAPP-A2	Q9BXP8	protein-coding gene
HGNC:8603	PAPSS1	ATPSK1;PAPSS	O43252	protein-coding gene
HGNC:8604	PAPSS2	ATPSK2	O95340	protein-coding gene
HGNC:30130	PAQR3	not-available	Q6TCH7	protein-coding gene
HGNC:26386	PAQR4	FLJ30002	Q8N4S7	protein-coding gene
HGNC:29645	PAQR5	MPRG;FLJ20190	Q9NXK6	protein-coding gene
HGNC:30132	PAQR6	PRdelta;FLJ22672	Q6TCH4	protein-coding gene
HGNC:23146	PAQR7	PGLP;MPRA;mSR	Q86WK9	protein-coding gene
HGNC:15708	PAQR8	MPRB;LMPB1	Q8TEZ7	protein-coding gene
HGNC:30131	PAQR9	FLJ41938;BLNC1	Q6ZVX9	protein-coding gene
HGNC:16051	PARD3	Bazooka;PAR3;Baz;PPP1R118;PARD3A;ASIP	Q8TEW0	protein-coding gene
HGNC:14446	PARD3B	Par3L;PAR3beta	Q8TEW8	protein-coding gene
HGNC:15943	PARD6A	PAR6alpha;TAX40;PAR-6A;PAR-6;TIP-40	Q9NPB6	protein-coding gene
HGNC:16245	PARD6B	PAR-6B	Q9BYG5	protein-coding gene
HGNC:16076	PARD6G	PAR6gamma;PAR-6G	Q9BYG4	protein-coding gene
HGNC:8605	PARG	not-available	Q86W56	protein-coding gene
HGNC:16369	PARK7	DJ1;DJ-1;GATD2	Q99497	protein-coding gene
HGNC:18253	PARL	RHBDS1;PSARL1;PRO2207	Q9H300	protein-coding gene
HGNC:24536	PARM1	DKFZP564O0823;WSC4;Cipar1	Q6UWI2	protein-coding gene
HGNC:8609	PARN	DAN	O95453	protein-coding gene
HGNC:270	PARP1	Poly-PARP;PARP;PARS;ARTD1	P09874	protein-coding gene
HGNC:25895	PARP10	ARTD10;FLJ14464	Q53GL7	protein-coding gene
HGNC:1186	PARP11	ARTD11	Q9NR21	protein-coding gene
HGNC:21919	PARP12	FLJ22693;ARTD12;ZC3H1;PARP-12	Q9H0J9	protein-coding gene
HGNC:29232	PARP14	BAL2;pART8;ARTD8;KIAA1268	Q460N5	protein-coding gene
HGNC:26876	PARP15	BAL3;pART7;FLJ40597;ARTD7	Q460N3	protein-coding gene
HGNC:26040	PARP16	pART15;FLJ25281;ARTD15;FLJ20509	Q8N5Y8	protein-coding gene
HGNC:272	PARP2	ARTD2	Q9UGN5	protein-coding gene
HGNC:273	PARP3	ADPRT3;ARTD3;hPARP-3;pADPRT-3;IRT1	Q9Y6F1	protein-coding gene
HGNC:271	PARP4	p193;VPARP;VAULT3;VWA5C;ARTD4	Q9UKK3	protein-coding gene
HGNC:26921	PARP6	ARTD17;pART17	Q2NL67	protein-coding gene
HGNC:26124	PARP8	pART16;FLJ21308;ARTD16	Q8N3A8	protein-coding gene
HGNC:24118	PARP9	BAL;ARTD9;BAL1	Q8IXQ6	protein-coding gene
HGNC:26074	PARPBP	PARI;FLJ20641	Q9NWS1	protein-coding gene
HGNC:30563	PARS2	DKFZp727A071	Q7L3T8	protein-coding gene
HGNC:14652	PARVA	FLJ10793;FLJ12254	Q9NVD7	protein-coding gene
HGNC:14653	PARVB	CGI-56	Q9HBI1	protein-coding gene
HGNC:14654	PARVG	not-available	Q9HBI0	protein-coding gene
HGNC:20686	PASD1	CT63	Q8IV76	protein-coding gene
HGNC:17270	PASK	KIAA0135;PASKIN;STK37	Q96RG2	protein-coding gene
HGNC:24664	PATE1	PATE	Q8WXA2	protein-coding gene
HGNC:32249	PATE2	LVLF3112;PATE-M;UNQ3112	Q6UY27	protein-coding gene
HGNC:35426	PATE3	HEL-127;PATE-DJ	B3GLJ2	protein-coding gene
HGNC:35427	PATE4	PATE-B;FLJ41047	P0C8F1	protein-coding gene
HGNC:28881	PATJ	Cipp	Q8NI35	protein-coding gene
HGNC:26721	PATL1	FLJ36874;Pat1b	Q86TB9	protein-coding gene
HGNC:33630	PATL2	Pat1a	C9JE40	protein-coding gene
HGNC:13071	PATZ1	dJ400N23;MAZR;RIAZ;PATZ;ZBTB19;ZSG	Q9HBE1	protein-coding gene
HGNC:8614	PAWR	par-4;PAR4	Q96IZ0	protein-coding gene
HGNC:8615	PAX1	not-available	P15863	protein-coding gene
HGNC:8616	PAX2	PAX-2	Q02962	protein-coding gene
HGNC:8617	PAX3	HUP2;PAX-3	P23760	protein-coding gene
HGNC:8618	PAX4	MODY9	O43316	protein-coding gene
