HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:20973	ADGRL1	KIAA0821;LEC2;CIRL1	O94910	protein-coding gene
HGNC:18582	ADGRL2	CIRL2;LEC1;KIAA0786	O95490	protein-coding gene
HGNC:20974	ADGRL3	LEC3;KIAA0768	Q9HAR2	protein-coding gene
HGNC:20822	ADGRL4	ETL	Q9HBW9	protein-coding gene
HGNC:17416	ADGRV1	KIAA0686;VLGR1;FEB4;DKFZp761P0710	Q8WXG9	protein-coding gene
HGNC:249	ADH1A	not-available	P07327	protein-coding gene
HGNC:250	ADH1B	not-available	P00325	protein-coding gene
HGNC:251	ADH1C	not-available	P00326	protein-coding gene
HGNC:252	ADH4	ADH-2	P08319	protein-coding gene
HGNC:253	ADH5	GSNOR;ADHX;ADH-3	P11766	protein-coding gene
HGNC:255	ADH6	ADH-5	P28332	protein-coding gene
HGNC:256	ADH7	ADH-4	P40394	protein-coding gene
HGNC:16354	ADHFE1	FLJ32430	Q8IWW8	protein-coding gene
HGNC:30576	ADI1	mtnD;SIPL;ARD;FLJ10913;HMFT1638;MTCBP-1;APL1	Q9BV57	protein-coding gene
HGNC:28606	ADIG	MGC39724;RP5-1100H13.2;SMAF1	Q0VDE8	protein-coding gene
HGNC:13633	ADIPOQ	apM1;GBP28;adiponectin;ACRP30	Q15848	protein-coding gene
HGNC:24040	ADIPOR1	PAQR1;ACDCR1	Q96A54	protein-coding gene
HGNC:24041	ADIPOR2	PAQR2;ACDCR2	Q86V24	protein-coding gene
HGNC:24043	ADIRF	AFRO;APM2	Q15847	protein-coding gene
HGNC:15873	ADISSP	FLJ20550	Q9GZN8	protein-coding gene
HGNC:257	ADK	AK	P55263	protein-coding gene
HGNC:259	ADM	AM	P35318	protein-coding gene
HGNC:28898	ADM2	FLJ21135;AM2	Q7Z4H4	protein-coding gene
HGNC:27293	ADM5	AM5	C9JUS6	protein-coding gene
HGNC:15766	ADNP	ADNP1;KIAA0784	Q9H2P0	protein-coding gene
HGNC:23803	ADNP2	KIAA0863	Q6IQ32	protein-coding gene
HGNC:23506	ADO	FLJ14547	Q96SZ5	protein-coding gene
HGNC:262	ADORA1	RDC7	P30542	protein-coding gene
HGNC:263	ADORA2A	RDC8	P29274	protein-coding gene
HGNC:37122	ADORA2A-AS1	hLinfRNA1;FLJ34651	P86434	non-coding RNA
HGNC:264	ADORA2B	not-available	P29275	protein-coding gene
HGNC:268	ADORA3	AD026;A3AR	P0DMS8	protein-coding gene
HGNC:25250	ADPGK	DKFZp434B195;ADP-GK	Q9BRR6	protein-coding gene
HGNC:269	ADPRH	ARH1	P54922	protein-coding gene
HGNC:21303	ADPRHL1	ARH2	Q8NDY3	protein-coding gene
HGNC:30925	ADPRM	MDS006	Q3LIE5	protein-coding gene
HGNC:21304	ADPRS	FLJ20446;ARH3	Q9NX46	protein-coding gene
HGNC:277	ADRA1A	ADRA1L1	P35348	protein-coding gene
HGNC:278	ADRA1B	not-available	P35368	protein-coding gene
HGNC:280	ADRA1D	ADRA1;ADRA1A;ADRA1R	P25100	protein-coding gene
HGNC:281	ADRA2A	ADRAR	P08913	protein-coding gene
HGNC:282	ADRA2B	ADRARL1	P18089	protein-coding gene
HGNC:283	ADRA2C	ADRARL2	P18825	protein-coding gene
HGNC:285	ADRB1	not-available	P08588	protein-coding gene
HGNC:286	ADRB2	ARB2;ADRBR;B2AR;BAR	P07550	protein-coding gene
HGNC:288	ADRB3	not-available	P13945	protein-coding gene
HGNC:15759	ADRM1	GP110;PSMD16;ARM1;Rpn13	Q16186	protein-coding gene
HGNC:291	ADSL	not-available	P30566	protein-coding gene
HGNC:20093	ADSS1	FLJ38602	Q8N142	protein-coding gene
HGNC:292	ADSS2	not-available	P30520	protein-coding gene
HGNC:21214	ADTRP	dJ413H6.1;AIG1L	Q96IZ2	protein-coding gene
HGNC:303	AEBP1	ACLP	Q8IUX7	protein-coding gene
HGNC:24051	AEBP2	MGC17922	Q6ZN18	protein-coding gene
HGNC:25722	AEN	FLJ12562;FLJ12484	Q8WTP8	protein-coding gene
HGNC:24017	AFAP1	AFAP;AFAP-110	Q8N556	protein-coding gene
HGNC:26714	AFAP1L1	FLJ36748	Q8TED9	protein-coding gene
HGNC:25901	AFAP1L2	Em:AC005383.4;XB130;FLJ14564	Q8N4X5	protein-coding gene
HGNC:7137	AFDN	AF6;AF-6	P55196	protein-coding gene
HGNC:21236	AFDN-DT	XBP1SBM;HGC6.4;dJ431P23.3	Q9Y6Z5	non-coding RNA
HGNC:7135	AFF1	AF-4;FEL;AF4	P51825	protein-coding gene
HGNC:3776	AFF2	FRAXE	P51816	protein-coding gene
HGNC:6473	AFF3	MLLT2-like	P51826	protein-coding gene
HGNC:17869	AFF4	AF5Q31;MCEF	Q9UHB7	protein-coding gene
HGNC:16411	AFG1L	AFG1	Q8WV93	protein-coding gene
HGNC:18119	AFG2A	AFG2;SPAF	Q8NB90	protein-coding gene
HGNC:28762	AFG2B	MGC5347;FLJ12286	Q9BVQ7	protein-coding gene
HGNC:315	AFG3L2	SPAX5	Q9Y4W6	protein-coding gene
HGNC:316	AFM	ALBA;ALB2	P43652	protein-coding gene
HGNC:20910	AFMID	DKFZp686F03259;KF	Q63HM1	protein-coding gene
HGNC:317	AFP	FETA	P02771	protein-coding gene
HGNC:25951	AFTPH	MGC33965;Nbla10388;FLJ20080;FLJ23793	Q6ULP2	protein-coding gene
HGNC:318	AGA	ASRG	P20933	protein-coding gene
HGNC:16922	AGAP1	KIAA1099;GGAP1	Q9UPQ3	protein-coding gene
HGNC:29421	AGAP11	KIAA1975	Q8TF27	other
HGNC:16921	AGAP2	not-available	Q99490	protein-coding gene
HGNC:16923	AGAP3	not-available	Q96P47	protein-coding gene
HGNC:23459	AGAP4	Em:AC012044.1;MRIP2	Q96P64	protein-coding gene
HGNC:23467	AGAP5	Em:AC073389.1	A6NIR3	protein-coding gene
HGNC:23466	AGAP6	bA324H6.1	Q5VW22	protein-coding gene
HGNC:23465	AGAP7P	bA109G10.1	Q5VUJ5	pseudogene
HGNC:23463	AGAP9	FLJ00312;bA301J7.2	Q5VTM2	protein-coding gene
HGNC:26504	AGBL1	FLJ32310;CCP4	Q96MI9	protein-coding gene
HGNC:26296	AGBL2	CCP2;FLJ23598	Q5U5Z8	protein-coding gene
HGNC:27981	AGBL3	MGC32955;CCP3	Q8NEM8	protein-coding gene
HGNC:25892	AGBL4	FLJ14442;CCP6	Q5VU57	protein-coding gene
HGNC:26147	AGBL5	FLJ21839;CCP5	Q8NDL9	protein-coding gene
HGNC:320	AGER	sRAGE;SCARJ1;RAGE	Q15109	protein-coding gene
HGNC:5175	AGFG1	RAB;RIP	P52594	protein-coding gene
HGNC:5177	AGFG2	RABR	O95081	protein-coding gene
HGNC:24684	AGGF1	GPATCH7;HSU84971;GPATC7;FLJ10283;VG5Q	Q8N302	protein-coding gene
HGNC:21869	AGK	FLJ10842	Q53H12	protein-coding gene
HGNC:321	AGL	GDE	P35573	protein-coding gene
HGNC:18407	AGMAT	FLJ23384	Q9BSE5	protein-coding gene
HGNC:33784	AGMO	FLJ16237	Q6ZNB7	protein-coding gene
HGNC:3262	AGO1	hAGO1	Q9UL18	protein-coding gene
HGNC:3263	AGO2	Q10;LINC00980;hAGO2	Q9UKV8	protein-coding gene
HGNC:18421	AGO3	FLJ12765;hAGO3	Q9H9G7	protein-coding gene
HGNC:18424	AGO4	FLJ20033;KIAA1567;hAGO4	Q9HCK5	protein-coding gene
HGNC:324	AGPAT1	LPAAT-alpha;LPLAT1	Q99943	protein-coding gene
HGNC:325	AGPAT2	LPLAT2;LPAAT-beta	O15120	protein-coding gene
HGNC:326	AGPAT3	LPAAT3;LPLAT3;LPAAT-gamma	Q9NRZ7	protein-coding gene
HGNC:20885	AGPAT4	LPLAT4;LPAAT4;dJ473J16.2;LPAAT-delta	Q9NRZ5	protein-coding gene
HGNC:20988	AGPAT4-IT1	FLJ23112	Q9H0P7	non-coding RNA
HGNC:20886	AGPAT5	LPLAT5;LPAAT-epsilon;FLJ11210;LPAAT-e	Q9NUQ2	protein-coding gene
HGNC:327	AGPS	ADAS;ADAP-S;ADPS;ALDHPSY;ADHAPS	O00116	protein-coding gene
HGNC:328	AGR2	PDIA17;HAG-2;AG2;XAG-2	O95994	protein-coding gene
HGNC:24167	AGR3	hAG-3;BCMP11;PDIA18;HAG3	Q8TD06	protein-coding gene
HGNC:329	AGRN	not-available	O00468	protein-coding gene
HGNC:330	AGRP	Agrt;ART;ASIP2	O00253	protein-coding gene
HGNC:333	AGT	not-available	P01019	protein-coding gene
HGNC:17258	AGTPBP1	CCP1;Nna1;KIAA1035	Q9UPW5	protein-coding gene
HGNC:336	AGTR1	AT1;AT2R1B;HAT1R;AT2R1;AT1B;AG2S;AT2R1A;ATR1;AGTR1A	P30556	protein-coding gene
HGNC:338	AGTR2	MRX88;AT2	P50052	protein-coding gene
HGNC:13539	AGTRAP	ATRAP	Q6RW13	protein-coding gene
HGNC:341	AGXT	PH1;TLH6;AGT1;AGT;AGXT1;SPT;Ser-PyrAT	P21549	protein-coding gene
HGNC:14412	AGXT2	AGT2	Q9BYV1	protein-coding gene
HGNC:24618	AHCTF1	ELYS	Q8WYP5	protein-coding gene
HGNC:343	AHCY	AdoHcyase;SAHH	P23526	protein-coding gene
HGNC:344	AHCYL1	XPVKONA;PPP1R78;IRBIT	O43865	protein-coding gene
HGNC:22204	AHCYL2	long-IRBIT;KIAA0828;ADOHCYASE3;IRBIT2	Q96HN2	protein-coding gene
HGNC:25230	AHDC1	DJ159A19.3;RP1-159A19.1	Q5TGY3	protein-coding gene
HGNC:21575	AHI1	JBTS3;ORF1;FLJ20069	Q8N157	protein-coding gene
HGNC:32526	AHI1-DT	not-available	P0C7V0	non-coding RNA
HGNC:347	AHNAK	AHNAK1;MGC5395	Q09666	protein-coding gene
HGNC:20125	AHNAK2	not-available	Q8IVF2	protein-coding gene
HGNC:348	AHR	bHLHe76	P35869	protein-coding gene
HGNC:346	AHRR	bHLHe77;KIAA1234	A9YTQ3	protein-coding gene
HGNC:1189	AHSA1	hAha1;Aha1;p38	O95433	protein-coding gene
HGNC:20437	AHSA2P	DKFZp564C236;Hch1;AHA1	Q719I0	pseudogene
HGNC:349	AHSG	HSGA;FETUA;A2HS	P02765	protein-coding gene
HGNC:18075	AHSP	EDRF	Q9NZD4	protein-coding gene
HGNC:13203	AICDA	HIGM2;AID;CDA2;ARP2	Q9GZX7	protein-coding gene
HGNC:25761	AIDA	FLJ12806	Q96BJ3	protein-coding gene
HGNC:352	AIF1	IBA1;IRT-1;AIF-1;Em:AF129756.17	P55008	protein-coding gene
HGNC:28904	AIF1L	IBA2;FLJ12783	Q9BQI0	protein-coding gene
HGNC:8768	AIFM1	CMTX4;DFNX5;AIF	O95831	protein-coding gene
HGNC:21411	AIFM2	PRG3;FLJ14497;FSP1	Q9BRQ8	protein-coding gene
HGNC:26398	AIFM3	AIFL;FLJ30473	Q96NN9	protein-coding gene
HGNC:21607	AIG1	dJ95L4.1;FLJ10485;AIG-1	Q9NVV5	protein-coding gene
HGNC:357	AIM2	PYHIN4	O14862	protein-coding gene
HGNC:10648	AIMP1	EMAPII;EMAP-2;p43	Q12904	protein-coding gene
HGNC:20609	AIMP2	PRO0992;JTV1;JTV-1;p38	Q13155	protein-coding gene
HGNC:358	AIP	XAP2;FKBP16;ARA9;FKBP37	O00170	protein-coding gene
HGNC:359	AIPL1	not-available	Q9NZN9	protein-coding gene
HGNC:360	AIRE	APS1;PGA1	O43918	protein-coding gene
HGNC:26039	AIRIM	FLJ20508	Q9NX04	protein-coding gene
HGNC:30801	AJAP1	SHREW-1;SHREW1;MOT8	Q9UKB5	protein-coding gene
HGNC:37284	AJM1	ajm-1	C9J069	protein-coding gene
HGNC:20250	AJUBA	MGC15563	Q96IF1	protein-coding gene
HGNC:361	AK1	not-available	P00568	protein-coding gene
HGNC:362	AK2	not-available	P54819	protein-coding gene
HGNC:17376	AK3	AKL3L1	Q9UIJ7	protein-coding gene
HGNC:363	AK4	not-available	P27144	protein-coding gene
HGNC:365	AK5	not-available	Q9Y6K8	protein-coding gene
HGNC:49151	AK6	CINAP	Q9Y3D8	protein-coding gene
HGNC:20091	AK7	FLJ32864;FAP75;CFAP75	Q96M32	protein-coding gene
HGNC:26526	AK8	FLJ32704	Q96MA6	protein-coding gene
HGNC:33814	AK9	FLJ25791;dJ70A9.1;MGC26954;FLJ42177	Q5TCS8	protein-coding gene
HGNC:28285	AKAIN1	not-available	P0CW23	protein-coding gene
HGNC:367	AKAP1	AKAP149;TDRD17;D-AKAP1;PPP1R43;AKAP121;S-AKAP84;AKAP84;SAKAP84	Q92667	protein-coding gene
HGNC:368	AKAP10	D-AKAP2;MGC9414;PRKA10	O43572	protein-coding gene
HGNC:369	AKAP11	KIAA0629;DKFZp781I12161;FLJ11304;AKAP220;PRKA11;PPP1R44	Q9UKA4	protein-coding gene
HGNC:370	AKAP12	SSeCKS;AKAP250	Q02952	protein-coding gene
HGNC:371	AKAP13	Ht31;c-lbc;ARHGEF13;PROTO-LB;HA-3;AKAP-Lbc;BRX	Q12802	protein-coding gene
HGNC:24061	AKAP14	AKAP28	Q86UN6	protein-coding gene
HGNC:18783	AKAP17A	XE7Y;DXYS155E;721P;XE7;MGC39904;CCDC133	Q02040	protein-coding gene
HGNC:373	AKAP3	SOB1;CT82;FSP95;AKAP110	O75969	protein-coding gene
HGNC:374	AKAP4	hAKAP82;HI;AKAP82;Fsc1;p82;CT99	Q5JQC9	protein-coding gene
HGNC:375	AKAP5	AKAP79;AKAP75	P24588	protein-coding gene
HGNC:376	AKAP6	PRKA6;KIAA0311;ADAP6;AKAP100;mAKAP	Q13023	protein-coding gene
HGNC:377	AKAP7	AKAP15;AKAP18	O43687;Q9P0M2	protein-coding gene
HGNC:378	AKAP8	AKAP95;DKFZp586B1222	O43823	protein-coding gene
HGNC:29857	AKAP8L	NAKAP95;HAP95	Q9ULX6	protein-coding gene
HGNC:379	AKAP9	MU-RMS-40.16A;PPP1R45;LQT11;AKAP350;HYPERION;AKAP450;YOTIAO;CG-NAP;PRKA9;KIAA0803	Q99996	protein-coding gene
HGNC:1170	AKIP1	BCA3	Q9NQ31	protein-coding gene
HGNC:25744	AKIRIN1	FLJ12666	Q9H9L7	protein-coding gene
HGNC:21407	AKIRIN2	dJ486L4.2;FLJ10342	Q53H80	protein-coding gene
HGNC:24108	AKNA	KIAA1968	Q7Z591	protein-coding gene
HGNC:28398	AKNAD1	MGC26989	Q5T1N1	protein-coding gene
HGNC:380	AKR1A1	DD3;ALR	P14550	protein-coding gene
HGNC:381	AKR1B1	AR	P15121	protein-coding gene
HGNC:382	AKR1B10	ARL1;ARL-1;ALDRLn;HIS;HSI;AKR1B12	O60218	protein-coding gene
HGNC:37281	AKR1B15	not-available	C9JRZ8	protein-coding gene
HGNC:384	AKR1C1	MBAB;DDH;DD1;HAKRC	Q04828	protein-coding gene
HGNC:385	AKR1C2	DD;DD2;HAKRD;BABP;MCDR2	P52895	protein-coding gene
HGNC:386	AKR1C3	PGFS;HAKRB;KIAA0119;DDX	P42330	protein-coding gene
HGNC:387	AKR1C4	CDR;HAKRA;3-alpha-HSD;C11;MGC22581;DD4	P17516	protein-coding gene
HGNC:23469	AKR1C8	not-available	Q5T2L2	protein-coding gene
HGNC:388	AKR1D1	not-available	P51857	protein-coding gene
HGNC:23437	AKR1E2	htAKR;MGC10612;HTSP1	Q96JD6	protein-coding gene
HGNC:389	AKR7A2	AFAR	O43488	protein-coding gene
HGNC:390	AKR7A3	not-available	O95154	protein-coding gene
HGNC:24056	AKR7L	AFAR3	Q8NHP1	protein-coding gene
HGNC:391	AKT1	AKT;RAC-alpha;PRKBA;RAC;PKB	P31749	protein-coding gene
HGNC:28426	AKT1S1	Lobe;PRAS40;MGC2865	Q96B36	protein-coding gene
HGNC:392	AKT2	PKBβ	P31751	protein-coding gene
HGNC:393	AKT3	RAC-gamma;PKBG;PRKBG	Q9Y243	protein-coding gene
HGNC:16710	AKTIP	FLJ13258	Q9H8T0	protein-coding gene
HGNC:395	ALAD	PBGS;ALADH	P13716	protein-coding gene
HGNC:396	ALAS1	ALAS-H	P13196	protein-coding gene
HGNC:397	ALAS2	ALAS-E	P22557	protein-coding gene
HGNC:399	ALB	not-available	P02768	protein-coding gene
HGNC:400	ALCAM	CD166;MEMD	Q13740	protein-coding gene
HGNC:28114	ALDH16A1	MGC10204	Q8IZ83	protein-coding gene
HGNC:9722	ALDH18A1	P5CS	P54886	protein-coding gene
HGNC:402	ALDH1A1	RALDH1	P00352	protein-coding gene
HGNC:15472	ALDH1A2	RALDH2	O94788	protein-coding gene
HGNC:409	ALDH1A3	RALDH3	P47895	protein-coding gene
HGNC:407	ALDH1B1	ALDHX	P30837	protein-coding gene
HGNC:3978	ALDH1L1	FDH;10-fTHF	O75891	protein-coding gene
HGNC:26777	ALDH1L2	FLJ38508;mtFDH	Q3SY69	protein-coding gene
HGNC:404	ALDH2	not-available	P05091	protein-coding gene
HGNC:405	ALDH3A1	not-available	P30838	protein-coding gene
HGNC:403	ALDH3A2	FALDH	P51648	protein-coding gene
HGNC:410	ALDH3B1	not-available	P43353	protein-coding gene
HGNC:411	ALDH3B2	not-available	P48448	protein-coding gene
HGNC:406	ALDH4A1	P5CDh	P30038	protein-coding gene
HGNC:408	ALDH5A1	SSDH;SSADH	P51649	protein-coding gene
HGNC:7179	ALDH6A1	not-available	Q02252	protein-coding gene
HGNC:877	ALDH7A1	EPD;PDE	P49419	protein-coding gene
HGNC:15471	ALDH8A1	ALDH12	Q9H2A2	protein-coding gene
HGNC:412	ALDH9A1	E3	P49189	protein-coding gene
HGNC:414	ALDOA	not-available	P04075	protein-coding gene
HGNC:417	ALDOB	not-available	P05062	protein-coding gene
HGNC:418	ALDOC	not-available	P09972	protein-coding gene
HGNC:18294	ALG1	CDG1K;HMAT1;Mat-1;HMT-1	Q9BT22	protein-coding gene
HGNC:23162	ALG10	FLJ14751;DIE2;ALG10A	Q5BKT4	protein-coding gene
HGNC:31088	ALG10B	KCR1	Q5I7T1	protein-coding gene
HGNC:32456	ALG11	KIAA0266;CDG1P	Q2TAA5	protein-coding gene
HGNC:19358	ALG12	ECM39;CDG1G	Q9BV10	protein-coding gene
HGNC:30881	ALG13	CDG1S;MDS031;FLJ23018;TDRD13;YGL047W	Q9NP73	protein-coding gene
HGNC:28287	ALG14	MGC19780	Q96F25	protein-coding gene
HGNC:37258	ALG1L2	not-available	C9J202	protein-coding gene
HGNC:23159	ALG2	NET38;hALPG2;CDG1I;FLJ14511;CDGIi	Q9H553	protein-coding gene
HGNC:23056	ALG3	D16Ertd36e;Not56;CDGS4;NOT56L	Q92685	protein-coding gene
HGNC:20266	ALG5	bA421P11.2	Q9Y673	protein-coding gene
HGNC:23157	ALG6	not-available	Q9Y672	protein-coding gene
HGNC:23161	ALG8	MGC2840	Q9BVK2	protein-coding gene
HGNC:15672	ALG9	not-available	Q9H6U8	protein-coding gene
HGNC:427	ALK	ALK1;CD246	Q9UM73	protein-coding gene
HGNC:33775	ALKAL1	AUGB;UNQ9433	Q6UXT8	protein-coding gene
HGNC:27683	ALKAL2	AUGA	Q6UX46	protein-coding gene
HGNC:17911	ALKBH1	hABH;alkB;ABH	Q13686	protein-coding gene
HGNC:32487	ALKBH2	ABH2;MGC90512	Q6NS38	protein-coding gene
HGNC:30141	ALKBH3	DEPC-1	Q96Q83	protein-coding gene
HGNC:21900	ALKBH4	FLJ20013	Q9NXW9	protein-coding gene
HGNC:25996	ALKBH5	FLJ20308	Q6P6C2	protein-coding gene
HGNC:28243	ALKBH6	MGC15677	Q3KRA9	protein-coding gene
HGNC:21306	ALKBH7	MGC10974	Q9BT30	protein-coding gene
HGNC:25189	ALKBH8	TRM9;MGC10235;TRMT9A	Q96BT7	protein-coding gene
HGNC:17377	ALLC	ALC	Q8N6M5	protein-coding gene
HGNC:428	ALMS1	KIAA0328	Q8TCU4	protein-coding gene
HGNC:429	ALOX12	12S-LOX	P18054	protein-coding gene
HGNC:430	ALOX12B	12R-LOX	O75342	protein-coding gene
HGNC:433	ALOX15	15-LOX-1	P16050	protein-coding gene
HGNC:434	ALOX15B	15-LOX-2	O15296	protein-coding gene
HGNC:435	ALOX5	5-LOX	P09917	protein-coding gene
HGNC:436	ALOX5AP	FLAP	P20292	protein-coding gene
HGNC:13743	ALOXE3	eLOX3;E-LOX	Q9BYJ1	protein-coding gene
HGNC:441	ALPG	GCAP	P10696	protein-coding gene
HGNC:437	ALPI	IAP	P09923	protein-coding gene
HGNC:20917	ALPK1	FLJ22670;KIAA1527;Lak	Q96QP1	protein-coding gene
HGNC:20565	ALPK2	HAK	Q86TB3	protein-coding gene
HGNC:17574	ALPK3	KIAA1330;MAK;Midori	Q96L96	protein-coding gene
HGNC:438	ALPL	TNALP;TNAP;TNSALP	P05186	protein-coding gene
HGNC:439	ALPP	PALP;PLAP	P05187	protein-coding gene
HGNC:443	ALS2	not-available	Q96Q42	protein-coding gene
HGNC:20605	ALS2CL	RN49018;FLJ36525;DKFZp686I0110	Q60I27	protein-coding gene
HGNC:1494	ALX1	not-available	Q15699	protein-coding gene
HGNC:449	ALX3	not-available	O95076	protein-coding gene
HGNC:450	ALX4	PFM;KIAA1788;FPP	Q9H161	protein-coding gene
HGNC:19071	ALYREF	BEF;ALY;ALY/REF;REF	Q86V81	protein-coding gene
HGNC:451	AMACR	P504S;RACE	Q9UHK6	protein-coding gene
HGNC:452	AMBN	not-available	Q9NP70	protein-coding gene
HGNC:453	AMBP	IATIL;HI30;EDC1;UTI;HCP;ITILC	P02760	protein-coding gene
HGNC:25990	AMBRA1	KIAA1736;DCAF3;WDR94;FLJ20294	Q9C0C7	protein-coding gene
HGNC:457	AMD1	SAMDC	P17707	protein-coding gene
HGNC:28577	AMDHD1	MGC35366	Q96NU7	protein-coding gene
HGNC:24262	AMDHD2	CGI-14	Q9Y303	protein-coding gene
HGNC:461	AMELX	not-available	Q99217	protein-coding gene
HGNC:462	AMELY	not-available	Q99218	protein-coding gene
HGNC:26837	AMER1	FLJ39827;WTX;RP11-403E24.2	Q5JTC6	protein-coding gene
HGNC:26360	AMER2	FLJ25477	Q8N7J2	protein-coding gene
HGNC:26771	AMER3	FLJ38377	Q8N944	protein-coding gene
HGNC:463	AMFR	gp78;RNF45	Q9UKV5	protein-coding gene
HGNC:464	AMH	MIS;MIF	P03971	protein-coding gene
HGNC:465	AMHR2	MISRII;MISR2	Q16671	protein-coding gene
HGNC:20824	AMIGO1	KIAA1163;AMIGO	Q86WK6	protein-coding gene
HGNC:24073	AMIGO2	ALI1;DEGA	Q86SJ2	protein-coding gene
HGNC:24075	AMIGO3	not-available	Q86WK7	protein-coding gene
HGNC:467	AMMECR1	not-available	Q9Y4X0	protein-coding gene
HGNC:28658	AMMECR1L	MGC4268	Q6DCA0	protein-coding gene
HGNC:14604	AMN	amnionless	Q9BXJ7	protein-coding gene
HGNC:27281	AMN1	not-available	Q8IY45	protein-coding gene
HGNC:17810	AMOT	KIAA1071	Q4VCS5	protein-coding gene
HGNC:17811	AMOTL1	JEAP	Q8IY63	protein-coding gene
HGNC:17812	AMOTL2	LCCP	Q9Y2J4	protein-coding gene
HGNC:468	AMPD1	MADA;MAD	P23109	protein-coding gene
HGNC:469	AMPD2	SPG63	Q01433	protein-coding gene
HGNC:470	AMPD3	not-available	Q01432	protein-coding gene
HGNC:471	AMPH	not-available	P49418	protein-coding gene
HGNC:473	AMT	GCST;NKH	P48728	protein-coding gene
HGNC:33188	AMTN	UNQ689;RSTI689	Q6UX39	protein-coding gene
HGNC:474	AMY1A	not-available	P0DUB6	protein-coding gene
HGNC:475	AMY1B	not-available	P0DTE7	protein-coding gene
HGNC:476	AMY1C	not-available	P0DTE8	protein-coding gene
HGNC:477	AMY2A	not-available	P04746	protein-coding gene
HGNC:478	AMY2B	not-available	P19961	protein-coding gene
HGNC:22231	AMZ1	KIAA1950	Q400G9	protein-coding gene
HGNC:28041	AMZ2	not-available	Q86W34	protein-coding gene
HGNC:19988	ANAPC1	MCPR;APC1;TSG24	Q9H1A4	protein-coding gene
HGNC:24077	ANAPC10	APC10;DOC1;DKFZP564L0562	Q9UM13	protein-coding gene
HGNC:14452	ANAPC11	Apc11p;MGC882;APC11;HSPC214	Q9NYG5	protein-coding gene
HGNC:24540	ANAPC13	DKFZP566D193;APC13;SWM1	Q9BS18	protein-coding gene
HGNC:24531	ANAPC15	APC15;HSPC020;DKFZP564M082	P60006	protein-coding gene
HGNC:26976	ANAPC16	FLJ33728;APC16;bA570G20.3;CENP-27	Q96DE5	protein-coding gene
HGNC:19989	ANAPC2	KIAA1406;APC2	Q9UJX6	protein-coding gene
HGNC:19990	ANAPC4	APC4	Q9UJX5	protein-coding gene
HGNC:15713	ANAPC5	APC5	Q9UJX4	protein-coding gene
HGNC:17380	ANAPC7	APC7	Q9UJX3	protein-coding gene
HGNC:483	ANG	RAA1;RNASE5	P03950	protein-coding gene
HGNC:19961	ANGEL1	Ccr4e	Q9UNK9	protein-coding gene
HGNC:30534	ANGEL2	KIAA0759L;Ccr4d;FLJ12793	Q5VTE6	protein-coding gene
HGNC:484	ANGPT1	AGPT-1;Ang1;KIAA0003	Q15389	protein-coding gene
HGNC:485	ANGPT2	Ang2	O15123	protein-coding gene
HGNC:487	ANGPT4	not-available	Q9Y264	protein-coding gene
HGNC:489	ANGPTL1	ARP1;AngY;ANG3	O95841	protein-coding gene
HGNC:490	ANGPTL2	HARP;ARP2	Q9UKU9	protein-coding gene
HGNC:491	ANGPTL3	not-available	Q9Y5C1	protein-coding gene
HGNC:16039	ANGPTL4	FIAF;NL2;pp1158;PGAR;ARP4;HFARP	Q9BY76	protein-coding gene
HGNC:19705	ANGPTL5	not-available	Q86XS5	protein-coding gene
HGNC:23140	ANGPTL6	AGF;ARP5	Q8NI99	protein-coding gene
HGNC:24078	ANGPTL7	AngX;CDT6	O43827	protein-coding gene
HGNC:24933	ANGPTL8	RIFL;TD26	Q6UXH0	protein-coding gene
HGNC:40024	ANHX	not-available	E9PGG2	protein-coding gene
HGNC:492	ANK1	SPH1	P16157	protein-coding gene
HGNC:493	ANK2	CFAP87;FAP87	Q01484	protein-coding gene
HGNC:494	ANK3	not-available	Q12955	protein-coding gene
HGNC:26350	ANKAR	FLJ25415	Q7Z5J8	protein-coding gene
HGNC:28002	ANKDD1A	FLJ25870	Q495B1	protein-coding gene
HGNC:32525	ANKDD1B	not-available	A6NHY2	protein-coding gene
HGNC:15803	ANKEF1	FLJ21669;dJ839B4.6	Q9NU02	protein-coding gene
HGNC:26766	ANKFN1	FLJ38335	Q8N957	protein-coding gene
HGNC:20763	ANKFY1	BTBD23;ANKHZN;RANK-5;KIAA1255;ZFYVE14	Q9P2R3	protein-coding gene
HGNC:15492	ANKH	SLC62A1;ANK;CPPDD;HANK	Q9HCJ1	protein-coding gene
HGNC:24714	ANKHD1	MASK;KIAA1085;FLJ10042;FLJ20288;FLJ11979;FLJ14127;MASK1	Q8IWZ3	protein-coding gene
HGNC:22215	ANKIB1	KIAA1386;DKFZP434A0225	Q9P2G1	protein-coding gene
HGNC:21027	ANKK1	X-kinase	Q8NFD2	protein-coding gene
HGNC:26812	ANKLE1	FLJ39369;LEMD6	Q8NAG6	protein-coding gene
HGNC:29101	ANKLE2	LEMD7;Lem4	Q86XL3	protein-coding gene
HGNC:20987	ANKMY1	FLJ20499;ZMYND13	Q9P2S6	protein-coding gene
HGNC:25370	ANKMY2	ZMYND20;DKFZP564O043	Q8IV38	protein-coding gene
HGNC:13208	ANKRA2	not-available	Q9H9E1	protein-coding gene
